id,productId,region,units,soldAt
S-100447,P-1087,North,60,2024-10-18T00:00:00.000Z
S-100448,P-1078,Central,76,2024-07-26T00:00:00.000Z
S-100449,P-1080,North,18,2024-03-23T00:00:00.000Z
S-100450,P-1026,Central,2,2024-08-20T00:00:00.000Z
S-100451,P-1116,Central,76,2024-07-09T00:00:00.000Z
S-100452,P-1017,South,21,2024-10-31T00:00:00.000Z
S-100453,P-1189,North,63,2024-01-27T00:00:00.000Z
S-100454,P-1007,East,73,2024-08-26T00:00:00.000Z
S-100455,P-1128,Central,55,2024-02-15T00:00:00.000Z
S-100456,P-1135,North,55,2024-02-11T00:00:00.000Z
S-100457,P-1217,South,31,2024-10-11T00:00:00.000Z
S-100458,P-1072,West,34,2024-04-22T00:00:00.000Z
S-100459,P-1061,North,54,2024-11-22T00:00:00.000Z
S-100460,P-1238,Central,63,2024-07-05T00:00:00.000Z
S-100461,P-1207,West,68,2024-08-17T00:00:00.000Z
S-100462,P-1006,West,28,2024-05-18T00:00:00.000Z
S-100463,P-1030,East,48,2024-02-29T00:00:00.000Z
S-100464,P-1105,West,46,2024-02-05T00:00:00.000Z
S-100465,P-1096,North,65,2024-02-24T00:00:00.000Z
S-100466,P-1028,South,61,2024-05-28T00:00:00.000Z
S-100467,P-1027,North,16,2024-04-19T00:00:00.000Z
S-100468,P-1103,Central,25,2024-06-08T00:00:00.000Z
S-100469,P-1014,West,20,2024-09-22T00:00:00.000Z
S-100470,P-1080,East,31,2024-06-16T00:00:00.000Z
S-100471,P-1221,East,80,2024-01-17T00:00:00.000Z
S-100472,P-1112,West,56,2024-06-23T00:00:00.000Z
S-100473,P-1169,South,16,2024-07-21T00:00:00.000Z
S-100474,P-1037,East,18,2024-10-05T00:00:00.000Z
S-100475,P-1085,East,51,2024-09-05T00:00:00.000Z
S-100476,P-1131,Central,44,2024-12-12T00:00:00.000Z
S-100477,P-1121,North,16,2024-05-10T00:00:00.000Z
S-100478,P-1116,Central,71,2024-12-26T00:00:00.000Z
S-100479,P-1144,North,80,2024-10-21T00:00:00.000Z
S-100480,P-1143,South,48,2024-12-08T00:00:00.000Z
S-100481,P-1103,Central,76,2024-05-02T00:00:00.000Z
S-100482,P-1168,Central,71,2024-05-06T00:00:00.000Z
S-100483,P-1076,West,62,2024-02-07T00:00:00.000Z
S-100484,P-1129,South,7,2024-08-04T00:00:00.000Z
S-100485,P-1127,Central,68,2024-05-09T00:00:00.000Z
S-100486,P-1132,West,32,2024-01-25T00:00:00.000Z
S-100487,P-1036,North,64,2024-05-02T00:00:00.000Z
S-100488,P-1195,Central,51,2024-03-30T00:00:00.000Z
S-100489,P-1031,Central,2,2024-11-04T00:00:00.000Z
S-100490,P-1011,North,30,2024-06-14T00:00:00.000Z
S-100491,P-1104,Central,42,2024-01-17T00:00:00.000Z
S-100492,P-1172,Central,69,2024-05-09T00:00:00.000Z
S-100493,P-1069,South,55,2024-02-06T00:00:00.000Z
S-100494,P-1160,North,67,2024-03-15T00:00:00.000Z
S-100495,P-1107,East,2,2024-06-10T00:00:00.000Z
S-100496,P-1161,East,79,2024-06-24T00:00:00.000Z
S-100497,P-1182,North,63,2024-12-14T00:00:00.000Z
S-100498,P-1024,East,75,2024-05-30T00:00:00.000Z
S-100499,P-1185,Central,43,2024-03-05T00:00:00.000Z
S-100500,P-1011,East,65,2024-08-13T00:00:00.000Z
S-100501,P-1054,South,55,2024-03-08T00:00:00.000Z
S-100502,P-1223,Central,33,2024-11-17T00:00:00.000Z
S-100503,P-1045,East,44,2024-04-11T00:00:00.000Z
S-100504,P-1162,Central,75,2024-07-15T00:00:00.000Z
S-100505,P-1235,Central,79,2024-11-23T00:00:00.000Z
S-100506,P-1048,South,13,2024-07-19T00:00:00.000Z
S-100507,P-1031,East,48,2024-09-13T00:00:00.000Z
S-100508,P-1096,North,47,2024-10-11T00:00:00.000Z
S-100509,P-1121,West,80,2024-07-28T00:00:00.000Z
S-100510,P-1201,South,40,2024-05-19T00:00:00.000Z
S-100511,P-1049,North,66,2024-01-16T00:00:00.000Z
S-100512,P-1165,South,73,2024-05-31T00:00:00.000Z
S-100513,P-1206,Central,50,2024-11-24T00:00:00.000Z
S-100514,P-1161,South,14,2024-01-09T00:00:00.000Z
S-100515,P-1053,South,6,2024-06-12T00:00:00.000Z
S-100516,P-1028,North,40,2024-12-10T00:00:00.000Z
S-100517,P-1116,South,49,2024-06-19T00:00:00.000Z
S-100518,P-1015,South,23,2024-02-21T00:00:00.000Z
S-100519,P-1008,East,20,2024-07-09T00:00:00.000Z
S-100520,P-1153,South,62,2024-05-25T00:00:00.000Z
S-100521,P-1078,Central,5,2024-02-27T00:00:00.000Z
S-100522,P-1112,South,14,2024-01-10T00:00:00.000Z
S-100523,P-1097,North,80,2024-04-17T00:00:00.000Z
S-100524,P-1012,East,6,2024-07-25T00:00:00.000Z
S-100525,P-1029,South,69,2024-11-19T00:00:00.000Z
S-100526,P-1127,West,76,2024-04-02T00:00:00.000Z
S-100527,P-1165,East,73,2024-03-25T00:00:00.000Z
S-100528,P-1204,East,33,2024-06-18T00:00:00.000Z
S-100529,P-1052,South,9,2024-11-08T00:00:00.000Z
S-100530,P-1181,East,58,2024-05-19T00:00:00.000Z
S-100531,P-1069,East,57,2024-05-02T00:00:00.000Z
S-100532,P-1061,Central,18,2024-04-20T00:00:00.000Z
S-100533,P-1093,South,75,2024-08-11T00:00:00.000Z
S-100534,P-1002,West,41,2024-10-21T00:00:00.000Z
S-100535,P-1113,North,54,2024-10-13T00:00:00.000Z
S-100536,P-1052,Central,12,2024-07-31T00:00:00.000Z
S-100537,P-1176,South,15,2024-12-20T00:00:00.000Z
S-100538,P-1038,East,27,2024-03-27T00:00:00.000Z
S-100539,P-1086,East,58,2024-05-31T00:00:00.000Z
S-100540,P-1073,Central,20,2024-12-13T00:00:00.000Z
S-100541,P-1011,North,71,2024-12-23T00:00:00.000Z
S-100542,P-1011,West,28,2024-01-26T00:00:00.000Z
S-100543,P-1203,West,42,2024-12-17T00:00:00.000Z
S-100544,P-1181,Central,25,2024-07-27T00:00:00.000Z
S-100545,P-1068,West,34,2024-03-26T00:00:00.000Z
S-100546,P-1042,West,33,2024-01-16T00:00:00.000Z
S-100547,P-1123,North,31,2024-06-20T00:00:00.000Z
S-100548,P-1144,Central,47,2024-01-14T00:00:00.000Z
S-100549,P-1148,East,26,2024-09-07T00:00:00.000Z
S-100550,P-1021,South,52,2024-01-13T00:00:00.000Z
S-100551,P-1192,West,14,2024-09-28T00:00:00.000Z
S-100552,P-1005,South,10,2024-03-14T00:00:00.000Z
S-100553,P-1104,Central,7,2024-11-25T00:00:00.000Z
S-100554,P-1002,Central,72,2024-02-01T00:00:00.000Z
S-100555,P-1163,Central,39,2024-04-13T00:00:00.000Z
S-100556,P-1227,East,74,2024-10-24T00:00:00.000Z
S-100557,P-1019,South,72,2024-06-04T00:00:00.000Z
S-100558,P-1095,North,38,2024-12-04T00:00:00.000Z
S-100559,P-1038,North,40,2024-09-14T00:00:00.000Z
S-100560,P-1139,East,43,2024-04-17T00:00:00.000Z
S-100561,P-1162,East,11,2024-06-30T00:00:00.000Z
S-100562,P-1228,North,5,2024-11-05T00:00:00.000Z
S-100563,P-1000,North,39,2024-05-11T00:00:00.000Z
S-100564,P-1162,South,61,2024-07-08T00:00:00.000Z
S-100565,P-1007,South,45,2024-01-08T00:00:00.000Z
S-100566,P-1083,West,8,2024-10-03T00:00:00.000Z
S-100567,P-1109,Central,6,2024-02-26T00:00:00.000Z
S-100568,P-1211,West,9,2024-06-10T00:00:00.000Z
S-100569,P-1172,Central,42,2024-08-21T00:00:00.000Z
S-100570,P-1098,North,65,2024-10-27T00:00:00.000Z
S-100571,P-1060,South,58,2024-11-24T00:00:00.000Z
S-100572,P-1159,South,68,2024-04-09T00:00:00.000Z
S-100573,P-1151,South,31,2024-11-22T00:00:00.000Z
S-100574,P-1010,East,61,2024-05-28T00:00:00.000Z
S-100575,P-1050,South,23,2024-01-08T00:00:00.000Z
S-100576,P-1237,East,21,2024-07-06T00:00:00.000Z
S-100577,P-1025,East,80,2024-07-06T00:00:00.000Z
S-100578,P-1036,East,80,2024-12-20T00:00:00.000Z
S-100579,P-1154,North,32,2024-04-07T00:00:00.000Z
S-100580,P-1099,South,2,2024-04-02T00:00:00.000Z
S-100581,P-1155,East,17,2024-05-05T00:00:00.000Z
S-100582,P-1018,North,18,2024-02-20T00:00:00.000Z
S-100583,P-1132,East,52,2024-07-24T00:00:00.000Z
S-100584,P-1005,West,34,2024-01-05T00:00:00.000Z
S-100585,P-1145,North,42,2024-11-14T00:00:00.000Z
S-100586,P-1194,North,4,2024-03-02T00:00:00.000Z
S-100587,P-1086,Central,38,2024-07-28T00:00:00.000Z
S-100588,P-1092,Central,50,2024-07-08T00:00:00.000Z
S-100589,P-1021,East,46,2024-11-10T00:00:00.000Z
S-100590,P-1135,East,26,2024-03-01T00:00:00.000Z
S-100591,P-1018,East,13,2024-05-04T00:00:00.000Z
S-100592,P-1182,Central,61,2024-07-26T00:00:00.000Z
S-100593,P-1034,West,29,2024-12-19T00:00:00.000Z
S-100594,P-1009,North,1,2024-07-05T00:00:00.000Z
S-100595,P-1109,North,75,2024-09-20T00:00:00.000Z
S-100596,P-1176,Central,79,2024-04-08T00:00:00.000Z
S-100597,P-1223,South,52,2024-06-03T00:00:00.000Z
S-100598,P-1221,South,72,2024-01-02T00:00:00.000Z
S-100599,P-1222,East,35,2024-07-24T00:00:00.000Z
S-100600,P-1171,West,16,2024-02-17T00:00:00.000Z
S-100601,P-1052,North,9,2024-09-25T00:00:00.000Z
S-100602,P-1191,East,26,2024-09-20T00:00:00.000Z
S-100603,P-1092,North,17,2024-05-24T00:00:00.000Z
S-100604,P-1196,Central,36,2024-06-21T00:00:00.000Z
S-100605,P-1208,West,40,2024-02-06T00:00:00.000Z
S-100606,P-1150,South,52,2024-09-01T00:00:00.000Z
S-100607,P-1168,East,54,2024-03-24T00:00:00.000Z
S-100608,P-1096,West,21,2024-07-30T00:00:00.000Z
S-100609,P-1039,Central,18,2024-09-24T00:00:00.000Z
S-100610,P-1033,West,55,2024-03-21T00:00:00.000Z
S-100611,P-1141,Central,25,2024-08-18T00:00:00.000Z
S-100612,P-1093,East,66,2024-06-12T00:00:00.000Z
S-100613,P-1058,Central,13,2024-06-07T00:00:00.000Z
S-100614,P-1061,West,43,2024-10-21T00:00:00.000Z
S-100615,P-1224,Central,66,2024-10-21T00:00:00.000Z
S-100616,P-1065,South,67,2024-09-27T00:00:00.000Z
S-100617,P-1137,Central,10,2024-11-26T00:00:00.000Z
S-100618,P-1057,West,74,2024-07-26T00:00:00.000Z
S-100619,P-1117,South,11,2024-08-24T00:00:00.000Z
S-100620,P-1230,South,33,2024-10-02T00:00:00.000Z
S-100621,P-1121,East,52,2024-11-14T00:00:00.000Z
S-100622,P-1006,Central,37,2024-06-10T00:00:00.000Z
S-100623,P-1025,South,9,2024-10-20T00:00:00.000Z
S-100624,P-1171,Central,75,2024-02-15T00:00:00.000Z
S-100625,P-1195,South,40,2024-05-04T00:00:00.000Z
S-100626,P-1239,West,65,2024-09-04T00:00:00.000Z
S-100627,P-1042,Central,5,2024-04-18T00:00:00.000Z
S-100628,P-1156,East,63,2024-11-26T00:00:00.000Z
S-100629,P-1205,North,59,2024-08-12T00:00:00.000Z
S-100630,P-1188,West,77,2024-03-24T00:00:00.000Z
S-100631,P-1227,Central,79,2024-05-07T00:00:00.000Z
S-100632,P-1112,South,29,2024-03-31T00:00:00.000Z
S-100633,P-1092,East,79,2024-04-16T00:00:00.000Z
S-100634,P-1042,West,55,2024-08-30T00:00:00.000Z
S-100635,P-1152,South,43,2024-07-18T00:00:00.000Z
S-100636,P-1117,North,39,2024-10-15T00:00:00.000Z
S-100637,P-1116,North,15,2024-11-10T00:00:00.000Z
S-100638,P-1211,East,8,2024-08-12T00:00:00.000Z
S-100639,P-1078,Central,31,2024-12-25T00:00:00.000Z
S-100640,P-1121,West,51,2024-01-30T00:00:00.000Z
S-100641,P-1099,West,38,2024-09-26T00:00:00.000Z
S-100642,P-1201,Central,10,2024-03-24T00:00:00.000Z
S-100643,P-1088,North,68,2024-03-19T00:00:00.000Z
S-100644,P-1232,North,66,2024-03-25T00:00:00.000Z
S-100645,P-1057,Central,6,2024-06-01T00:00:00.000Z
S-100646,P-1107,West,5,2024-08-08T00:00:00.000Z
S-100647,P-1080,North,39,2024-11-24T00:00:00.000Z
S-100648,P-1080,West,10,2024-01-15T00:00:00.000Z
S-100649,P-1015,Central,17,2024-03-25T00:00:00.000Z
S-100650,P-1017,East,4,2024-08-16T00:00:00.000Z
S-100651,P-1213,North,15,2024-10-30T00:00:00.000Z
S-100652,P-1215,East,24,2024-12-02T00:00:00.000Z
S-100653,P-1103,South,48,2024-08-30T00:00:00.000Z
S-100654,P-1127,South,32,2024-03-23T00:00:00.000Z
S-100655,P-1202,South,46,2024-01-09T00:00:00.000Z
S-100656,P-1152,North,60,2024-06-29T00:00:00.000Z
S-100657,P-1090,East,7,2024-11-21T00:00:00.000Z
S-100658,P-1121,North,46,2024-02-02T00:00:00.000Z
S-100659,P-1104,West,14,2024-11-04T00:00:00.000Z
S-100660,P-1187,West,48,2024-06-13T00:00:00.000Z
S-100661,P-1179,East,30,2024-01-10T00:00:00.000Z
S-100662,P-1062,East,66,2024-02-13T00:00:00.000Z
S-100663,P-1168,West,8,2024-11-11T00:00:00.000Z
S-100664,P-1025,South,55,2024-09-12T00:00:00.000Z
S-100665,P-1149,North,30,2024-01-15T00:00:00.000Z
S-100666,P-1148,Central,80,2024-04-19T00:00:00.000Z
S-100667,P-1071,West,14,2024-02-13T00:00:00.000Z
S-100668,P-1220,West,12,2024-04-09T00:00:00.000Z
S-100669,P-1053,South,2,2024-04-01T00:00:00.000Z
S-100670,P-1040,East,32,2024-09-06T00:00:00.000Z
S-100671,P-1129,Central,2,2024-07-18T00:00:00.000Z
S-100672,P-1100,Central,56,2024-07-27T00:00:00.000Z
S-100673,P-1141,South,46,2024-09-11T00:00:00.000Z
S-100674,P-1224,North,75,2024-09-17T00:00:00.000Z
S-100675,P-1012,Central,20,2024-05-23T00:00:00.000Z
S-100676,P-1076,North,76,2024-11-13T00:00:00.000Z
S-100677,P-1204,Central,52,2024-06-23T00:00:00.000Z
S-100678,P-1042,West,77,2024-08-28T00:00:00.000Z
S-100679,P-1030,North,70,2024-09-05T00:00:00.000Z
S-100680,P-1233,West,40,2024-07-01T00:00:00.000Z
S-100681,P-1161,Central,67,2024-11-13T00:00:00.000Z
S-100682,P-1117,South,22,2024-08-02T00:00:00.000Z
S-100683,P-1073,West,20,2024-10-14T00:00:00.000Z
S-100684,P-1153,South,65,2024-11-26T00:00:00.000Z
S-100685,P-1169,West,72,2024-04-21T00:00:00.000Z
S-100686,P-1167,South,63,2024-09-08T00:00:00.000Z
S-100687,P-1092,Central,68,2024-06-16T00:00:00.000Z
S-100688,P-1158,West,75,2024-02-23T00:00:00.000Z
S-100689,P-1120,West,17,2024-04-29T00:00:00.000Z
S-100690,P-1047,West,74,2024-12-24T00:00:00.000Z
S-100691,P-1054,North,62,2024-11-08T00:00:00.000Z
S-100692,P-1007,North,29,2024-05-07T00:00:00.000Z
S-100693,P-1147,South,56,2024-07-29T00:00:00.000Z
S-100694,P-1186,Central,69,2024-03-26T00:00:00.000Z
S-100695,P-1029,South,44,2024-12-22T00:00:00.000Z
S-100696,P-1108,South,35,2024-11-23T00:00:00.000Z
S-100697,P-1191,East,56,2024-12-13T00:00:00.000Z
S-100698,P-1211,East,44,2024-06-12T00:00:00.000Z
S-100699,P-1062,West,47,2024-06-22T00:00:00.000Z
S-100700,P-1207,East,56,2024-10-30T00:00:00.000Z
S-100701,P-1209,North,15,2024-03-13T00:00:00.000Z
S-100702,P-1176,North,28,2024-10-02T00:00:00.000Z
S-100703,P-1054,North,3,2024-07-19T00:00:00.000Z
S-100704,P-1053,Central,31,2024-10-13T00:00:00.000Z
S-100705,P-1064,East,47,2024-08-17T00:00:00.000Z
S-100706,P-1234,West,26,2024-11-11T00:00:00.000Z
S-100707,P-1055,South,49,2024-01-26T00:00:00.000Z
S-100708,P-1112,East,60,2024-02-18T00:00:00.000Z
S-100709,P-1210,North,29,2024-12-10T00:00:00.000Z
S-100710,P-1145,South,51,2024-12-21T00:00:00.000Z
S-100711,P-1067,East,33,2024-12-29T00:00:00.000Z
S-100712,P-1078,West,55,2024-01-05T00:00:00.000Z
S-100713,P-1159,West,13,2024-04-09T00:00:00.000Z
S-100714,P-1101,West,58,2024-09-26T00:00:00.000Z
S-100715,P-1131,West,8,2024-04-27T00:00:00.000Z
S-100716,P-1071,East,62,2024-04-18T00:00:00.000Z
S-100717,P-1049,North,12,2024-01-31T00:00:00.000Z
S-100718,P-1025,North,64,2024-06-18T00:00:00.000Z
S-100719,P-1145,South,59,2024-08-23T00:00:00.000Z
S-100720,P-1116,South,36,2024-06-17T00:00:00.000Z
S-100721,P-1019,East,66,2024-09-28T00:00:00.000Z
S-100722,P-1196,West,44,2024-08-07T00:00:00.000Z
S-100723,P-1129,West,79,2024-09-15T00:00:00.000Z
S-100724,P-1001,North,71,2024-05-02T00:00:00.000Z
S-100725,P-1217,Central,23,2024-05-12T00:00:00.000Z
S-100726,P-1058,East,59,2024-09-07T00:00:00.000Z
S-100727,P-1070,Central,16,2024-08-06T00:00:00.000Z
S-100728,P-1075,North,17,2024-11-14T00:00:00.000Z
S-100729,P-1216,Central,28,2024-01-26T00:00:00.000Z
S-100730,P-1233,East,53,2024-04-23T00:00:00.000Z
S-100731,P-1228,Central,37,2024-01-26T00:00:00.000Z
S-100732,P-1053,South,28,2024-01-01T00:00:00.000Z
S-100733,P-1222,North,24,2024-11-23T00:00:00.000Z
S-100734,P-1023,South,70,2024-10-30T00:00:00.000Z
S-100735,P-1195,South,42,2024-05-13T00:00:00.000Z
S-100736,P-1046,West,30,2024-09-21T00:00:00.000Z
S-100737,P-1024,South,34,2024-11-26T00:00:00.000Z
S-100738,P-1157,East,11,2024-12-28T00:00:00.000Z
S-100739,P-1074,Central,28,2024-10-15T00:00:00.000Z
S-100740,P-1204,North,36,2024-10-09T00:00:00.000Z
S-100741,P-1102,Central,37,2024-09-11T00:00:00.000Z
S-100742,P-1088,South,19,2024-04-04T00:00:00.000Z
S-100743,P-1219,West,18,2024-02-25T00:00:00.000Z
S-100744,P-1118,North,75,2024-07-28T00:00:00.000Z
S-100745,P-1096,South,18,2024-06-06T00:00:00.000Z
S-100746,P-1064,South,31,2024-01-02T00:00:00.000Z
S-100747,P-1043,West,41,2024-03-06T00:00:00.000Z
S-100748,P-1110,South,73,2024-01-15T00:00:00.000Z
S-100749,P-1039,West,7,2024-06-25T00:00:00.000Z
S-100750,P-1021,South,10,2024-04-29T00:00:00.000Z
S-100751,P-1094,Central,8,2024-08-29T00:00:00.000Z
S-100752,P-1136,Central,3,2024-10-19T00:00:00.000Z
S-100753,P-1131,South,28,2024-12-21T00:00:00.000Z
S-100754,P-1178,North,5,2024-01-17T00:00:00.000Z
S-100755,P-1110,East,60,2024-08-09T00:00:00.000Z
S-100756,P-1239,West,61,2024-07-06T00:00:00.000Z
S-100757,P-1150,East,21,2024-07-03T00:00:00.000Z
S-100758,P-1043,East,1,2024-09-11T00:00:00.000Z
S-100759,P-1214,West,6,2024-10-22T00:00:00.000Z
S-100760,P-1075,South,16,2024-08-04T00:00:00.000Z
S-100761,P-1026,West,43,2024-04-20T00:00:00.000Z
S-100762,P-1227,Central,67,2024-12-18T00:00:00.000Z
S-100763,P-1083,North,37,2024-02-03T00:00:00.000Z
S-100764,P-1177,East,30,2024-07-29T00:00:00.000Z
S-100765,P-1114,Central,79,2024-05-01T00:00:00.000Z
S-100766,P-1142,Central,4,2024-11-12T00:00:00.000Z
S-100767,P-1094,North,8,2024-10-28T00:00:00.000Z
S-100768,P-1086,East,6,2024-03-26T00:00:00.000Z
S-100769,P-1156,Central,15,2024-05-15T00:00:00.000Z
S-100770,P-1137,Central,46,2024-06-12T00:00:00.000Z
S-100771,P-1041,East,10,2024-11-25T00:00:00.000Z
S-100772,P-1042,North,37,2024-02-08T00:00:00.000Z
S-100773,P-1166,North,75,2024-09-17T00:00:00.000Z
S-100774,P-1018,North,59,2024-02-07T00:00:00.000Z
S-100775,P-1023,East,54,2024-11-17T00:00:00.000Z
S-100776,P-1184,West,20,2024-11-04T00:00:00.000Z
S-100777,P-1067,North,18,2024-03-23T00:00:00.000Z
S-100778,P-1134,East,60,2024-06-12T00:00:00.000Z
S-100779,P-1170,South,44,2024-07-06T00:00:00.000Z
S-100780,P-1067,West,79,2024-03-24T00:00:00.000Z
S-100781,P-1085,East,22,2024-08-15T00:00:00.000Z
S-100782,P-1072,West,36,2024-11-06T00:00:00.000Z
S-100783,P-1091,North,71,2024-03-31T00:00:00.000Z
S-100784,P-1132,West,6,2024-07-12T00:00:00.000Z
S-100785,P-1027,West,6,2024-10-09T00:00:00.000Z
S-100786,P-1004,North,33,2024-04-17T00:00:00.000Z
S-100787,P-1229,South,28,2024-08-20T00:00:00.000Z
S-100788,P-1157,West,70,2024-08-19T00:00:00.000Z
S-100789,P-1236,Central,78,2024-04-29T00:00:00.000Z
S-100790,P-1207,North,17,2024-07-24T00:00:00.000Z
S-100791,P-1107,West,23,2024-03-22T00:00:00.000Z
S-100792,P-1216,North,69,2024-10-05T00:00:00.000Z
S-100793,P-1030,North,65,2024-05-01T00:00:00.000Z
S-100794,P-1029,North,15,2024-07-29T00:00:00.000Z
S-100795,P-1157,North,43,2024-11-14T00:00:00.000Z
S-100796,P-1216,North,38,2024-01-25T00:00:00.000Z
S-100797,P-1123,East,44,2024-06-11T00:00:00.000Z
S-100798,P-1017,Central,34,2024-12-28T00:00:00.000Z
S-100799,P-1034,East,26,2024-01-14T00:00:00.000Z
S-100800,P-1130,Central,9,2024-10-13T00:00:00.000Z
S-100801,P-1055,North,42,2024-04-07T00:00:00.000Z
S-100802,P-1192,North,8,2024-06-12T00:00:00.000Z
S-100803,P-1022,Central,50,2024-03-29T00:00:00.000Z
S-100804,P-1228,North,63,2024-07-02T00:00:00.000Z
S-100805,P-1201,West,27,2024-08-30T00:00:00.000Z
S-100806,P-1070,North,43,2024-05-27T00:00:00.000Z
S-100807,P-1057,East,7,2024-03-05T00:00:00.000Z
S-100808,P-1237,West,14,2024-03-12T00:00:00.000Z
S-100809,P-1110,East,57,2024-01-29T00:00:00.000Z
S-100810,P-1026,North,30,2024-06-19T00:00:00.000Z
S-100811,P-1153,East,70,2024-06-18T00:00:00.000Z
S-100812,P-1032,South,46,2024-08-13T00:00:00.000Z
S-100813,P-1172,East,75,2024-11-21T00:00:00.000Z
S-100814,P-1054,North,53,2024-04-30T00:00:00.000Z
S-100815,P-1011,North,35,2024-09-06T00:00:00.000Z
S-100816,P-1166,South,21,2024-07-22T00:00:00.000Z
S-100817,P-1193,East,72,2024-11-27T00:00:00.000Z
S-100818,P-1206,West,24,2024-07-08T00:00:00.000Z
S-100819,P-1125,East,45,2024-03-18T00:00:00.000Z
S-100820,P-1219,North,18,2024-09-28T00:00:00.000Z
S-100821,P-1070,West,9,2024-06-02T00:00:00.000Z
S-100822,P-1212,South,59,2024-06-24T00:00:00.000Z
S-100823,P-1135,West,20,2024-03-28T00:00:00.000Z
S-100824,P-1175,Central,77,2024-12-08T00:00:00.000Z
S-100825,P-1036,North,77,2024-10-02T00:00:00.000Z
S-100826,P-1077,South,18,2024-10-14T00:00:00.000Z
S-100827,P-1217,North,23,2024-02-10T00:00:00.000Z
S-100828,P-1150,North,40,2024-11-09T00:00:00.000Z
S-100829,P-1179,Central,67,2024-02-14T00:00:00.000Z
S-100830,P-1120,West,15,2024-03-08T00:00:00.000Z
S-100831,P-1223,South,20,2024-11-01T00:00:00.000Z
S-100832,P-1097,East,4,2024-11-27T00:00:00.000Z
S-100833,P-1191,West,17,2024-07-03T00:00:00.000Z
S-100834,P-1123,South,70,2024-03-09T00:00:00.000Z
S-100835,P-1156,Central,73,2024-03-09T00:00:00.000Z
S-100836,P-1178,North,37,2024-05-07T00:00:00.000Z
S-100837,P-1187,East,38,2024-12-18T00:00:00.000Z
S-100838,P-1108,West,31,2024-08-09T00:00:00.000Z
S-100839,P-1179,North,24,2024-03-17T00:00:00.000Z
S-100840,P-1128,North,20,2024-01-16T00:00:00.000Z
S-100841,P-1149,Central,51,2024-06-24T00:00:00.000Z
S-100842,P-1121,Central,49,2024-05-30T00:00:00.000Z
S-100843,P-1010,East,55,2024-07-28T00:00:00.000Z
S-100844,P-1048,Central,14,2024-08-26T00:00:00.000Z
S-100845,P-1161,East,42,2024-06-01T00:00:00.000Z
S-100846,P-1170,North,27,2024-06-13T00:00:00.000Z
S-100847,P-1053,North,11,2024-12-30T00:00:00.000Z
S-100848,P-1075,South,65,2024-07-23T00:00:00.000Z
S-100849,P-1209,North,30,2024-11-27T00:00:00.000Z
S-100850,P-1053,Central,24,2024-11-12T00:00:00.000Z
S-100851,P-1234,Central,63,2024-12-26T00:00:00.000Z
S-100852,P-1233,North,22,2024-12-22T00:00:00.000Z
S-100853,P-1141,West,5,2024-08-12T00:00:00.000Z
S-100854,P-1167,West,9,2024-03-02T00:00:00.000Z
S-100855,P-1087,North,26,2024-06-15T00:00:00.000Z
S-100856,P-1164,North,57,2024-04-14T00:00:00.000Z
S-100857,P-1215,West,59,2024-04-28T00:00:00.000Z
S-100858,P-1216,West,61,2024-04-14T00:00:00.000Z
S-100859,P-1023,East,8,2024-03-22T00:00:00.000Z
S-100860,P-1124,South,59,2024-12-10T00:00:00.000Z
S-100861,P-1225,West,10,2024-09-16T00:00:00.000Z
S-100862,P-1180,Central,60,2024-02-24T00:00:00.000Z
S-100863,P-1024,South,42,2024-07-25T00:00:00.000Z
S-100864,P-1116,South,36,2024-12-05T00:00:00.000Z
S-100865,P-1131,West,49,2024-08-18T00:00:00.000Z
S-100866,P-1182,Central,54,2024-12-14T00:00:00.000Z
S-100867,P-1041,South,61,2024-05-08T00:00:00.000Z
S-100868,P-1041,South,24,2024-05-27T00:00:00.000Z
S-100869,P-1030,West,47,2024-02-23T00:00:00.000Z
S-100870,P-1206,South,8,2024-01-10T00:00:00.000Z
S-100871,P-1072,North,28,2024-07-10T00:00:00.000Z
S-100872,P-1071,Central,1,2024-09-21T00:00:00.000Z
S-100873,P-1215,South,46,2024-05-11T00:00:00.000Z
S-100874,P-1026,East,8,2024-06-18T00:00:00.000Z
S-100875,P-1018,South,59,2024-10-24T00:00:00.000Z
S-100876,P-1072,South,55,2024-01-08T00:00:00.000Z
S-100877,P-1136,Central,27,2024-10-06T00:00:00.000Z
S-100878,P-1146,West,22,2024-02-11T00:00:00.000Z
S-100879,P-1088,West,9,2024-12-26T00:00:00.000Z
S-100880,P-1025,South,40,2024-05-12T00:00:00.000Z
S-100881,P-1167,South,26,2024-10-09T00:00:00.000Z
S-100882,P-1154,North,52,2024-02-23T00:00:00.000Z
S-100883,P-1014,East,3,2024-08-01T00:00:00.000Z
S-100884,P-1124,North,6,2024-09-12T00:00:00.000Z
S-100885,P-1077,South,74,2024-10-22T00:00:00.000Z
S-100886,P-1107,West,17,2024-07-01T00:00:00.000Z
S-100887,P-1099,North,43,2024-11-03T00:00:00.000Z
S-100888,P-1144,North,65,2024-02-16T00:00:00.000Z
S-100889,P-1157,North,64,2024-09-12T00:00:00.000Z
S-100890,P-1012,South,74,2024-07-28T00:00:00.000Z
S-100891,P-1070,East,54,2024-05-14T00:00:00.000Z
S-100892,P-1041,Central,10,2024-12-12T00:00:00.000Z
S-100893,P-1215,Central,35,2024-08-31T00:00:00.000Z
S-100894,P-1084,South,45,2024-09-30T00:00:00.000Z
